Column1,Name,Description,Type,Reference,Sports,Spiritual,
129,Out of the Blue,The mission of Out of the Blue is to share our love of music with each other and our audiences. We strive to create beautiful music using voice and vocal percussion to bring life into well-crafted arrangements and closely knit harmonies. We aim to further our knowledge of and appreciation for music through collaboration.,Group,http://www.dukeoutoftheblue.org/,0,0,
130,Out of the Blue,The mission of Out of the Blue is to share our love of music with each other and our audiences. We strive to create beautiful music using voice and vocal percussion to bring life into well-crafted arrangements and closely knit harmonies. We aim to further our knowledge of and appreciation for music through collaboration.,Group,http://www.dukeoutoftheblue.org/,0,0,
131,The Pitchforks,"The Pitchforks are first and foremost a TTBB, a cappella, singing group that performs both on- and off-campus. As an arts organization, we hope to build, hone, and enhance the musical craft of each member that joins the organization. We seek to create a community built upon the pillars of fairness, inclusivity, diversity, camaraderie, and creativity, as well as establish a culture that encourages mutual support between members, so that they can create exceptional music. The Pitchforks are committed to enhancing both studentsâ lives and the lives of Durham community members through performance.",Group,http://www.dukepitchforks.com/,0,0,
132,The Gatekeepers,The mission of Gatekeepers is to organize DevilsGate student football tailgates and increase attendance at football games. The Gatekeepers seeks to accomplish this mission by liaising between the student body and the Duke Athletic staff to compromise on safe and fun events each home game.,Group,http://www.dukestudentgovernment.org/gatekeepers,0,0,
133,Duke Symphony Orchestra,The Duke Symphony Orchestra seeks to create an exciting and enlivening environment for concertgoers and performers alike by providing an avenue for musicians to develop and share their talents with the surrounding community.,Group,http://www.dukesymphony.com/,0,0,
134,Duke University Improv,The purpose of DUI shall be to foster leadership development through the coordination of educational and awareness projects as well as through the development of improv skills.,Group,http://www.dukeuniversityimprov.com/,0,0,
135,Duke Wesley Fellowship,"Duke Wesley is an inclusive, critically engaged, justice-oriented ministry supported by the United Methodist Church and affiliated with the Reconciling Ministries Network.",Group,http://www.dukewesley.org/,0,0,
136,Hoof 'n' Horn,"Our mission is to be involved in the Duke arts scene in inclusive and challenging ways. We want to put on three shows and many cabarets, rebuilding the community of Hoof'n'Horn since COVID.",Group,http://www.hoofnhorn.org/,0,0,
137,"La Unidad Latina, Lambda Upsilon Lambda Fraternity, Inc.","La Unidad Latina, Lambda Upsilon Lambda Fraternity, Incorporated primarily seeks to take a leadership role in meeting the needs of the Latino community through academic achievement, cultural awareness, community service and promotion of the Latino culture and people.",Group,http://www.launidadlatina.org/,0,0,
138,Leaders UNITE,"The mission of Leaders UNITE is to break stereotypes associated with the way that leadership is manifested and taught in classroom settings for elementary school students, middle school students, high school students, and up through college students. Leaders UNITE seeks to accomplish this mission by two paths: on campus and off campus. On campus, the club aims to hold discussions and hands-on activities that focus on way to improve the way that leadership is incorporated into classroom activities. These discussions and activities will highlight individual strengths as leaders and work to determine how administration and teaching curriculum at the university level can still benefit from incorporating leadership opportunities. Off campus, the club members aim to serve as volunteers in the greater community. The students will volunteer with elementary, middle, and high school students to lead hands-on activities designed for the younger age groups and discussions and how students can act as leaders in their communities. The club will also keep in touch with other branches of Leaders UNITE across the state through the website.",Group,http://www.leadersuniteclub.com/,0,0,
139,Me Too Monologues,"Me Too Monologues is an annual show about identity entirely written, performed, and produced by members of the Duke community. Students, alumni, and faculty anonymously submit stories about their life experiences, and peers perform the monologues in a theatrical production.",Group,http://www.metoomonologuesduke.org/,0,0,
140,Duke Red Cross,"The American Red Cross prevents and alleviates human suffering in the face of emergencies by mobilizing the power of volunteers and the generosity of donors. Specifically, our club strives to aid our community by donating and helping acquire blood donations to help those in need.",Group,http://www.redcrossduke.com/,0,0,
141,Reformed University Fellowship,To provide an in-depth ministry to college and university students based upon the authority and relevance of the Word of God for every area of life.,Group,http://www.ruf.org/ministry/duke-university,0,0,
142,Scale and Coin,Duke's Premier Business Society,Group,http://www.scaleandcoin.com/,0,0,
143,Society of Hispanic Professional Engineers,"SHPE changes lives by empowering the Hispanic community to realize its fullest potential and to impact the world through STEM awareness, access, support, and development. The purpose of this Chapter is to realize the mission of SHPE at Duke University by organizing events and programs that directly lead members towards their post-graduation success.",Group,http://www.shpe.org/,0,0,
144,Speak of the Devil,Duke University's premier all-male a cappella group. ,Group,http://www.sotdmusic.com/,0,0,
145,Special Olympics College,"The mission of SO College is to âunite college students and people with intellectual disabilities to enhance their lives through sports, friendship, advocacy and other activities. SO College seeks to accomplish this mission by two main initiatives. âThe first initiative is inter-collegiate sports: unified teams (composed of individuals with and without intellectual disabilities) competing against other unified teams from different colleges. The second initiative is Spread the Word to End the Word, an ongoing campaign to end the pejorative use of the R-word â retard(ed) â and raise awareness of its dehumanizing effects. In addition, many S.O. College chapters choose to add their own initiatives through additional sport, advocacy or fundraising components.â",Group,http://www.specialolympics.org/Sections/What_We_Do/SO_College.aspx,0,0,
146,Duke Program in American Grand Strategy,AGS is a signature initiative dedicated to better understanding US foreign policy and national security. Our mission is to prepare the next generation of national security strategists by studying past generations and interacting with current leaders.,Group,https://ags.duke.edu/,0,0,
147,Academic Resource Center,"We know you are already smart, but why stop there? The Academic Resource Center (ARC) is here so you can maximize your capabilities as an undergraduate student, and get the most out of your Duke experience.",Group,https://arc.duke.edu/,0,0,
148,Duke Arts,Experience. Create. Explore with us.,Group,https://arts.duke.edu/,0,0,
149,DEMAN,"Duke Arts invites you to experience, create, and explore the arts with us. Duke Arts champions an expansive and inclusive approach to the arts on campus, throughout Durham, and beyond  showcasing world-class creators and performers, cultivating artists and scholars, and supporting the creation of new works. We foster the study and the expression of art at all levels, and across all forms of creative practice  including music, visual art, dance, cinema, theater, literary, and experimental arts. Duke Arts plays a critical role in building purposeful partnerships between our campus, regional, and global audiences, and brings to life the commitment that the arts are central to Dukes mission to engage the mind and elevate the spirit.",Group,https://arts.duke.edu/deman/,0,0,
150,Basketball Committee,The Duke Basketball Graduate Ushers are a dedicated team of graduate students who love Duke Basketball and love bringing the best Duke Basketball experience to the graduate student body. We work home basketball games to safely and fairly organize the movement of a thousand students and provide the uniquely Duke experience of Cameron Indoor Stadium. We are also responsible for creating events like Campout and much more! ,Group,https://basketball.gpsg.duke.edu/,1,0,
151,Bass Connections,"Bass Connections bridges the classroom and the real world, giving students a chance to roll up their sleeves and tackle complex societal problems alongside faculty from across Duke. Working in interdisciplinary teams, graduate and undergraduate students collaborate with faculty on cutting-edge research that spans subjects, demographic groups and borders. Bass Connections builds on Dukeâs culture of collaboration and fosters knowledge in service to society.",Group,https://bassconnections.duke.edu/,0,0,
152,Innovation Co-Lab,"The Innovation Co-Lab is a creativity incubator. Working with our innovation-minded colleagues around campus, we're building a model program that will elevate and inspire members of the Duke Community who are solving problems, big and small, through our ever-changing technological environment. Join us at any of our three locations: TEC, Rubenstein Arts Center, or Lilly Library.",Group,https://colab.duke.edu/,0,0,
153,Duke Ethiopian/Eritrean Student Transnational Association,"DESTA provides a safe space for Ethiopian/Eritrean-American and Ethiopian/Eritrean students to celebrate their East African culture through academic, social, and service activities. We seek to cultivateâamong undergraduatesâan understanding of Ethiopian/Eritrean history, arts, customs, food, dress, language, literature, and society.",Group,https://dudesta.weebly.com/,0,0,
154,American Futures Institute,"A Duke Student-Run Think Tank Founded in 2019, the American Futures Institute (AFI) is a student-led policy think tank and consulting group based out of Duke University. We offer pro-bono research and consulting services to legislators, businesses, and nonprofits on an array of pressing topics (infrastructure, sustainability, education, civil rights, public health, economic mobility and social services). Our goal is to work with each of our clients to determine what specialized projects would be most helpful for their specific needs and desires. As a student lead organization, AFI seeks to introduce the next generation of policymakers and civic leaders to data-driven policy that solves problems and improves lives. Our members undergo training through student-led research projects prior to working hands-on to solve real world public policy problems.",Group,https://dukeafi.wixsite.com/afiduke,0,0,
155,The Duke Alt Protein Project,"The Duke Alt Protein Project is a student initiative supported by The Good Food Institute. We strive to build a collaborative community of students interested in the future of food by offering educational resources, career support and inter-school networking opportunities.",Group,https://dukealtpro.wixsite.com/website,0,0,
156,American Society of Civil Engineers,"Dukes Chapter of ASCE promotes Civil Engineering by providing students with opportunities to participate in hands-on civil engineering competitions, to build relationships with other civil engineering students and faculty, and to learn about and get involved in civil engineering industries. Our main activities include preparing for the annual Carolina Conference, where we compete in events such as the Concrete Canoe, Hydraulics, and Transportation competitions. ",Group,https://dukeasce.wordpress.com/,0,0,
157,Catalyst,The mission of Catalyst is to build a social and pre-professional community of tech-enthusiasts. Catalyst aims to accomplish three goals: 1) To allow students to obtain mentorship in the field of technology. 2) To allow students to be connected with peers with similar interests. 3) To inspire each other into researching and learning more about opportunities and disciplines within technology. This organization is also intended to provide a new insight into what comprises the field of technology. Catalyst members will meet every Sunday for a General Body Meeting.,Group,https://dukecatalyst.co/,0,0,
158,Duke Climate Coalition,"Founded in 2015 by student fossil fuel divestment activists, the Duke Climate Coalition (DCC) is a leading environmental advocacy organization at Duke University.",Group,https://dukeclimate.weebly.com/,0,0,
159,eNable - Duke University Chapter,"Duke eNable is a student run organization that aims to connect people in the Durham area with 3D printed adaptive devices, free of cost. By conducting user-driven research and development projects, and by forging partnerships with prosthetics organizations both locally and globally, we hope to push the boundaries of 3D printed adaptive solutions to enable limb-different individuals with the devices we design and print.",Group,https://dukeenable.wordpress.com/,0,0,
160,Engineering Student Government,"The mission of Engineering Student Government (ESG) is to represent the engineering student body in all matters related to the Pratt School of Engineering. We act as a conduit between the administration and students, provide support to engineering clubs and societies, and work to create a social outlet for engineers throughout the academic year.",Group,https://dukeesg.com/,0,0,
161,FORM Magazine,"FORM is an arts and lifestyle publication that aims to create a space for ideas, culture and aesthetics at Duke University.",Group,https://dukeform.co/,0,0,
162,Graduate Christian Fellowship at Duke,"We are a community of graduate students and postdocs at Duke University exploring and practicing our Christian faith.  Whether you are curious or skeptical about Christianity or have been following Jesus for a long time, you are welcome to join us.  Our hope is to be a community of support and encouragement for those who are seeking to bring together faith in Christ and a calling to the academy. If you are not a Christian, we welcome you to check things out in a safe and understanding circle of friends. However you are, come walk this journey with us!",Group,https://dukegcf2.wordpress.com/,0,0,
163,Senior Class Council (2024),"To know about it, reach out to people from the reference link.",Group,https://dukegroups.com/2024/,0,0,
164,Junior Class Council (2025),"To know about it, reach out to people from the reference link.",Group,https://dukegroups.com/2025/,0,0,
165,Sophomore Class Council (2026),"To know about it, reach out to people from the reference link.",Group,https://dukegroups.com/2026/,0,0,
166,Arnold Air Society; Kevin J. McManus Squadron,"Build community among Air Force officer candidates, provide opportunities for members to exercise leadership, management, organizational, and public relations skills, and provide opportunities for members to participate in regular service activities.",Group,https://dukegroups.com/AAS/,0,0,
167,Academic Guides,"We are members of the undergraduate community's support network, here to help you navigate your experiences inside and outside the classroom. By embracing the idea that true academic success comes from overall wellbeing, our purpose is to listen, engage, support, and connect you with any and all resources you need to thrive as a Duke student.",Group,https://dukegroups.com/AcademicGuides/,0,0,
168,Blue Angels Greek Dance,"To know about it, reach out to people from the reference link.",Group,https://dukegroups.com/Angeloi/,0,0,
169,All of the Above,"All of the Above presents a show annually including a series of anonymous monologues written, performed, and directed by Duke women about life at Duke.",Group,https://dukegroups.com/AOTA/,0,0,
170,Alpha Phi Alpha Fraternity Inc. (Kappa Omicron),"Alpha Phi Alpha Fraternity, Inc. develops leaders, promotes brotherhood and academic excellence, while providing service and advocacy for our communities. The Kappa Omicron Chapter has continuously worked to uphold these standards since the Chapter's chartering on Sunday, December 7, 1975.",Group,https://dukegroups.com/APAKO/,0,0,
171,Alpha Pi Omega Sorority Inc.,"The mission of Alpha Pi Omega Sorority, Inc. is to create a strong sisterhood that will serve as a support for college women in today's society. The sisterhood shall support its members in their individual journeys towards a balanced life. The Alpha Pi Omega woman will always strive for greater scholarship, honesty, leadership, service, and personal integrity. The Sorority will work to preserve our Native American traditions, for through celebration and practice of our cultural and spiritual heritage, we become one with each other.",Group,https://dukegroups.com/APiO/,0,1,
172,Arts Annex,"The Arts Annex serves as the premiere hub for arts for undergraduate and graduate students at Duke. We house various studio arts, rehearsal studios, and programming spaces. We strive to build a vibrant arts community through providing resources, programming, and a welcoming environment that inspires self-expression, self and worldly exploration, and intentional collaboration.&nbsp; The Arts Annex is operated by Venue and Production Management, Campus Life.",Group,https://dukegroups.com/ArtsAnnex/,0,0,
173,Asian Students Association,"To create an open space centered in care, a culture of intentional relationship-building, and inclusivity for Dukeâs Asian community.",Group,https://dukegroups.com/ASA/,0,0,
174,Duke Arab Student Organization,Our mission is divided into three core elements:  Celebrate and highlight diversity: Provide Duke students with an outlet to explore Arab culture and history and work with other cultural clubs to provide an opportunity for enriching and meaningful exchange.  Foster community: Connect with other Arab Society chapters to form a broader network. Raise awareness: Raise awareness about humanitarian and cultural issues central to the Arab World and the Arab community in the United States and enhancing political consciousness.,Group,https://dukegroups.com/ASO/,0,0,
175,Duke Athletics,"To know about it, reach out to people from the reference link.",Group,https://dukegroups.com/Athletics/,0,0,
176,Duke Aviators,"The mission of Duke Aviators is to (1) share a passion for flight with the greater Duke community through unique aviation experiences, (2) construct and oversee a flight simulator for educational purposes open to the greater Duke community, (3) introduce students to the Durham Aviation community through guest speakers and trips to local airshows, and (4) educate students on the process of becoming a licensed private pilot.",Group,https://dukegroups.com/Aviation/,0,0,
177,BahÃ¡'Ã­ Community,"The Duke BahÃ¡'Ã­ Community promotes a pattern of campus life where spiritual conversation and service to others go hand-in-hand. Our community building activities aim to foster inner transformation and cultivate a sense of collective ownership for the spiritual, social and economic well-being of both the Duke campus and the wider Durham, NC area.",Group,https://dukegroups.com/bahai/,0,1,
178,Blue Devil Barbells,"The mission of our student organization is to provide Duke students with an environment conducive to improving their physical well-being, mental strength and learning proper powerlifting technique. Rather than emphasizing physical traits, powerlifting develops a healthier relationship with food and exercise where athletes are encouraged to build strength, muscle and feel powerful. Everyone is welcome!",Group,https://dukegroups.com/barbell/,0,0,
179,Bassett House Council,"To know about it, reach out to people from the reference link.",Group,https://dukegroups.com/Bassett/,0,0,
180,Big Brothers Big Sisters at Duke,"The mission of BBBS is to create meaningful one-to-one relationships between Bigs (Duke students) and Littles (children from local elementary schools), allowing the former to serve as role models and a loving older siblings to inspire the latter to reach their full potentials. BBBS at Duke works with the local BBBS of the Triangle to accomplish such a mission through training sessions, monthly personal check-ups, as well as seasonal parties that brings Bigs and Littles together on campus to further develop their relationships.",Group,https://dukegroups.com/BBBSDuke/,0,0,
181,Biology Cultural Association,"The Biology Cultural Association is an organization that seeks to build a community of underrepresented students within the Department of Biology. Vulnerable identities like POC, people with disabilities, religious minorities, low-income students, and sexual and gender minorities, are underrepresented on campus and in STEM. BCA supports undecided underclassmen through 1:1 mentorship between upperclassmen and underclassmen, seminars and panels, academic advising, and social events. We are a safe space for students to voice their unique concerns about representation and diversity initiatives in the biology department.",Group,https://dukegroups.com/BCA/,0,1,
182,Blue Devils Mental Health First Aid,"Mental Health First Aid is a course that teaches you how to help someone who is developing a mental health problem or experiencing a mental health crisis. The training helps you identify, understand, and respond to signs of addictions and mental illnesses.",Group,https://dukegroups.com/BDMHFA/,0,0,
183,The Blue Devil Wellness Exchange,"To know about it, reach out to people from the reference link.",Group,https://dukegroups.com/BDWE/,0,0,
184,"Business of Entertainment, Arts and Media","To know about it, reach out to people from the reference link.",Group,https://dukegroups.com/BEAMDUKE/,0,0,
185,Bell Tower House Council,"To know about it, reach out to people from the reference link.",Group,https://dukegroups.com/Bell/,0,0,
186,Duke Biology Majors Union,The BMU fulfills the needs of biology majors and intended biology majors by acting as an intermediary between the Biology Department and the students and by fostering community amongst the biology majors.,Group,https://dukegroups.com/BioUnion/,0,0,
187,Blackwell House Council,"To know about it, reach out to people from the reference link.",Group,https://dukegroups.com/Blackwell/,0,0,
188,Body Banter,"Body Banter creates a safe space for open conversations about body image and mental health with the goal of dismantling diet culture in all of its forms within Duke campus and beyond. Not only do we aim to provide a tight-knit community for individuals to share their struggles with food, exercise, and/or self-esteem, we also intend to reach the greater Duke community through our online platform and campus-wide advocacy events.",Group,https://dukegroups.com/bodybanter/,0,0,
189,BOOST Beyond,"BOOST Beyond is an extension program of BOOST (Building Opportunities and Overtures in Science and Technology), a multidimensional pathway program to excite underrepresented minority (URM) students in the Durham Public School system about science. BOOST Beyond serves to expand post-secondary access through individualized mentoring. BOOST Beyond pairs Duke graduate and medical students with BOOST high school mentees to provide individualized guidance on navigating the post-secondary school process, with a specific emphasis on the college application process - making a school list, writing college essays, applying to scholarships, choosing schools, and preparing for the transition to college.",Group,https://dukegroups.com/boostbeyond/,0,0,
190,Brain Injury Awareness Club,"The mission of BrainIAC is to foster a multi-disciplinary community of students who will come together to learn, discuss, engage in community outreach, and spread data-based awareness involving brain injuries. BrainIAC members will engage with researchers, patients, caretakers, and doctors in critical discussions, share stories of people impacted by brain injuries, and connect with the broader Durham community in outreach efforts. One of BrainIACâs top priorities is to acknowledge that we donât have all the answers yet, but as a group, we aspire to find them by opening our minds and thinking critically.",Group,https://dukegroups.com/BrainIAC/,0,0,
191,Men's Club Ultimate Frisbee,"To know about it, reach out to people from the reference link.",Group,https://dukegroups.com/Brimstone/,1,0,
192,Brown House Council,"To know about it, reach out to people from the reference link.",Group,https://dukegroups.com/Brown/,0,0,
193,Be The Match On Campus,"The mission of BTMOC is to aid people whose lives have been affected by blood cancer. BTMOCâs goals are to recruit committed potential bone marrow donors to the national registry, to raise more awareness in the community about blood cancer and the importance of marrow donation, and to generate funding to aid in the mission to save lives.â BTMOC will fulfill these goals by holding fundraising campaigns, bone marrow registry drives, and various other volunteering events.",Group,https://dukegroups.com/BTMOC/,0,0,
194,Bull City Scholars,"The mission of Bull City Scholars is to create a sustainable mentorship and tutoring program focused on college access for Durham middle school students that are currently not served by Duke’s Partnerships for Service. In order to support an informed model of service, students may participate in an optional, introductory house course investigating education inequality and pedagogy.",Group,https://dukegroups.com/BullCity/,0,0,
195,Black Women's Union,The Black Womenâs Union (BWU) is a student organization whose mission is to establish community among Black women and non-binary students at Duke and to provide opportunities for personal and professional development.,Group,https://dukegroups.com/BWU/,0,0,
196,Challah for Hunger at Duke (a project of Nazun),"The mission of CfH @ Duke is to foster a community environment in which all Duke students, regardless of religion, can come together to fight hunger, which is widespread throughout our world.  CfH @ Duke seeks to accomplish this goal by making and selling Challah bread on and off campus and using the proceeds to donate money to a global hunger organization and a local hunger organization in Durham.",Group,https://dukegroups.com/CfHDuke/,0,0,
197,Chabad Graduate Student Group,"To know about it, reach out to people from the reference link.",Group,https://dukegroups.com/ChabadGR/,0,0,
198,Duke Civic Engagement,"To know about it, reach out to people from the reference link.",Group,https://dukegroups.com/CivicEngagment/,0,0,
199,Clever Endeavor,"Through this mentorship program, C.E. aims to form a lasting connection among Duke, UNC, and elementary schools across the Durham and Chapel Hill communities. C.E. hopes to help children realize that hopes to help children realize that they are valued and they are the best thing that the world has to offer. C.E. seeks to bolster a childâs natural talent of curiosity and inquisitiveness, as well as understanding the developmental milestones of 4th and 5th graders, to promote in children a sense of positive identity, self-determination, empowerment, belief in their future, and prosocial involvement.",Group,https://dukegroups.com/Clever/,0,0,
200,Duke Climate Commitment,"To know about it, reach out to people from the reference link.",Group,https://dukegroups.com/climatecommitment/,0,0,
201,Club Field Hockey,"To know about it, reach out to people from the reference link.",Group,https://dukegroups.com/ClubFH/,1,0,
202,Club Golf,"The mission of Duke Club Golf is to provide an inclusive and fun team environment that gives members access to practices, events, and competitions surrounding the game of golf.",Group,https://dukegroups.com/ClubGolf/,1,0,
203,Club Running,"To know about it, reach out to people from the reference link.",Group,https://dukegroups.com/ClubRun/,1,0,
204,Club Softball,"To know about it, reach out to people from the reference link.",Group,https://dukegroups.com/ClubSoftball/,1,0,
205,Club Women's Volleyball,"To know about it, reach out to people from the reference link.",Group,https://dukegroups.com/ClubVball/,1,0,
206,Duke CommuniTEA,"The mission of Duke CommuniTEA is to promote a deeper understanding of different cultures through tea appreciation, to facilitate interactions among students using tea as a medium, and to provide a place for relaxation and wellness with the Duke community.",Group,https://dukegroups.com/CommuniTEA/,0,0,
207,The Connection Project,"The Connection Project is a leadership program for first-year students to make their place at Duke. The Connection Project is for first-year students who want to make friends at Duke, hone their leadership and interpersonal skills, build a network of students and mentors, and live authentically.",Group,https://dukegroups.com/ConnectionProject/,0,0,
208,The Connection Project,"The Connection Project is a leadership program for first-year students to make their place at Duke. The Connection Project is for first-year students who want to make friends at Duke, hone their leadership and interpersonal skills, build a network of students and mentors, and live authentically.",Group,https://dukegroups.com/ConnectionProject/,0,0,
209,The Connection Project,"The Connection Project is a leadership program for first-year students to make their place at Duke. The Connection Project is for first-year students who want to make friends at Duke, hone their leadership and interpersonal skills, build a network of students and mentors, and live authentically.",Group,https://dukegroups.com/ConnectionProject/,0,0,
210,The Coop,"We are the coop. Duke women deserve greater recognition and representation, and we are here to give it to them. We are committed to creating a supportive, inclusive community of women on and off our campus. In a time where we are separated physically, we want to have a space where we can come together, exchange ideas, and learn from one other. We hope you join us on this journey towards greater female empowerment at Duke.",Group,https://dukegroups.com/Coop/,0,0,
211,Duke University Coalition of Occupational Therapy Advocates for Diversity (COTAD),"To know about it, reach out to people from the reference link.",Group,https://dukegroups.com/COTAD/,0,0,
212,Craven Quad Council,"To know about it, reach out to people from the reference link.",Group,https://dukegroups.com/CravenQC/,0,0,
213,Crowell Quad Council,"To know about it, reach out to people from the reference link.",Group,https://dukegroups.com/CrowellQC/,0,0,
214,Duke Chinese Student Association,Our mission is to represent Chinese undergraduate students at Duke and to facilitate communications between Chinese students and the rest of the campus,Group,https://dukegroups.com/CSA/,0,0,
215,Duke's Chapter of the American Association for Men in Nursing,"This organization is an association of nurses and affilitaes within the Duke University and the Duke University Health System (DUHS) who are interested in increasing the visibility and inclusion of men in nursing. This organization is not only open to men, but to all individuals who stand to support diversity, inclusivity, and equity within nursing at all levels.",Group,https://dukegroups.com/DAAMN/,0,0,
216,Duke Association for Greater Gaming Education and Recreation,Provide a safe space for individuals to make new connections within the shared hobby of board games.,Group,https://dukegroups.com/DAGGER/,0,0,
217,JasÅ«r Magazine,"Our mission is to (1) build an inclusive community of diverse individuals united by a desire to engage with MENA+ studies, (2) empower students from and/or interested in the MENA+ region with a platform to showcase their work, and (3) inspire creativity and curiosity to curate deeper culturally- and historically-driven, nuanced perspectives on the region.",Group,https://dukegroups.com/DAME/,0,0,
218,Duke Applied Machine Learning Group,"D.A.M.L  is an undergraduate club open to graduate students that provides all interested Duke students access to real-world tech projects and experience to help educate and prepare them for technical careers in industry or academia. We specialize in applied machine learning, software engineer, and hardware engineering.",Group,https://dukegroups.com/DAMLG/,0,0,
219,Duke Actuarial Society,"The mission of DAS is to create a pre-professional community of students interested in pursuing a career in the actuarial sciences. The organisation not only aims to increase the momentum around the actuarial sciences at Duke, but also aims to act as a resource for students interested in the career path. We aim to provide Duke students the opportunity to connect with the broader actuarial community, network with prominent actuarial firms, participate in risk management case competitions, and provide exam support. The organisation will hold speaker series, networking events, alumni job shadow days, study sessions, and internal bonding activities to create a tight-knit and informed actuarial community at Duke.",Group,https://dukegroups.com/DAS/,0,0,
220,Duke ASL,"The mission of DASL is to provide free, on-campus American Sign Language instruction for club members. DASL seeks to accomplish this mission by securing University funding, hiring an instructor, and holding biweekly group lessons on campus. DASL will also host group meetings and service events.",Group,https://dukegroups.com/DASL/,0,0,
221,Black Pre-Law Society at Duke,"To know about it, reach out to people from the reference link.",Group,https://dukegroups.com/DBPLS/,0,0,
222,Duke Brazilian Student Association,"Duke BRASA aims to connect Dukeâs Brazilian undergraduate student body, providing them with professional, social, academic, and identity support. BRASA shall abide by all Duke University and Duke Student Government policies.",Group,https://dukegroups.com/DBRASA/,0,0,
223,DBS Raas,"The mission of Bull City Raas is to perform garba and raas, which are Indian folk dance styles and music from Gujarat (Western India). Raas seeks to accomplish this goal by incorporating students from all cultural backgrounds to learn about various cultures, while exposing students to Indian folk culture and music. Raas intends to attend competitions and showcases nationally.",Group,https://dukegroups.com/DBSR/,0,0,
224,Duke Collegiate 100 Black Men,"The mission of 100 BM  is to create a community of students that will hold social and educational programming to work to better understand how we can work to become better people. 100 BM  will seek to accomplish this mission by holding bi-weekly body meetings, game nights, cookouts, guest speakers, and opportunities to connect with the broader Duke community.",Group,https://dukegroups.com/DC100/,0,0,
225,Durham and Community Affairs,"To know about it, reach out to people from the reference link.",Group,https://dukegroups.com/DCA/,0,0,
226,Duke Children's Ambassadors Program,The mission of the Duke Childrenâs Ambassador Program is to bridge the gap between the,Group,https://dukegroups.com/DCAP/,0,0,
227,Duke Catholic Center Graduate Students,"The Duke Catholic Center is a spiritual home for students at Duke University. We seek to create a welcoming Catholic community grounded in the Eucharist, intellectual growth in faith, social justice, and the nurturing of leaders.",Group,https://dukegroups.com/DCCGS/,0,1,
228,Duke Club Pickleball,"The purpose of Duke Club Pickleball is to provide an opportunity for Duke University students to learn and play the sport of pickleball in a friendly and competitive environment. Our goals are to host open campus-wide tournaments to promote our club and pickleball to all who are interested. We plan to represent Duke at other college campuses during intercollegiate tournaments and will equip members to be successful pickleball players.   Our mission is to help further the knowledge of pickleball and inspire collegiate pickleball clubs across the city, state, and nation, starting in the Triangle Area of North Carolina.",Group,https://dukegroups.com/DCPB/,1,0,
229,Duke University Chinese Students and Scholars Association,"Duke Chinese Student and Scholar Association (DCSSA), a non-profit organization consisting of Chinese students, scholars, staff and faculty at Duke University, is established with the mission of mutual help and service. The purpose of DCSSA is to serve and consolidate its Duke Chinese community as well as those interested in Chinese culture, and promote the exchange among its members, Duke community and Duke alumni.",Group,https://dukegroups.com/DCSSA/,0,0,
230,Duke Disability Alliance,"DDAâs mission is to make Duke more inclusive and accessible by fostering conversations about disability issues, expanding accessibility on campus and in the community, encouraging positive perceptions and full appreciation of people with disabilities, and promoting their legal rights. We strive to engage the entire Duke community to make Duke a better place for those with and without disabilities.",Group,https://dukegroups.com/DDA/,0,0,
231,Duke Dance Expressions,"The purpose of DDE shall be to provide free dance classes, exposure to a variety of dance forms, performance opportunities, and mentoring to underprivileged children who would not otherwise have access to formal dance training, especially ballet.",Group,https://dukegroups.com/DDE/,0,0,
232,DevilTHON: Duke Dance Marathon,We partner with the Childrenâs Miracle Network and Duke Childrenâs Hospital to raise money for kids and their families during the hardest time in their lives,Group,https://dukegroups.com/DDM/,0,0,
233,Duke Pre-Dental Society,"The Duke Pre-Dental Society aims to fill the absence of resources available to Duke undergraduates who are interested in or considering a career in Dentistry. Career choices include, but are not limited to the traditional private practice, consultation dentistry, specialties in dentistry (i.e. endodontics, periodontics, orthodontics, oral and maxillofacial surgery, etc), dental research and industry, public dental health, dental hygiene, dental assisting, academic dentistry and military dentistry.",Group,https://dukegroups.com/DDS/,0,0,
234,Duke Deewana,"The mission of Deewana is to foster South Asian and Western music through acapella and to create a space for Duke students to perform, create, and compete musically. Deewana seeks to achieve this goal by hosting performances and concerts by students within the organization, partnering with other student groups to present workshops or co-lead concerts and programs, and enabling outreach to the Durham community through live performance and community service.",Group,https://dukegroups.com/deewana/,0,0,
235,Define America,"Duke Define America is a student-led club that advocates for justice for (im)migrants, refugees, and asylum seekers in the United States of America.",Group,https://dukegroups.com/Define/,0,0,
236,Duke Emergency Nursing Students,"To know about it, reach out to people from the reference link.",Group,https://dukegroups.com/DENS/,0,0,
237,Economics Student Union,"To know about it, reach out to people from the reference link.",Group,https://dukegroups.com/DESU/,0,0,
238,Duke VEX U Robotics Club,The mission of Duke VexU Robotics Club is to be a student-centered organization that strives to,Group,https://dukegroups.com/DEVIL/,0,0,
239,Devils After Dark,"Devils After Dark's mission is to enhance the experience of first-year students, center East Campus as an engaging environment in line with QuadEx's motto, and provide alternative avenues for student life on weekends outside of party culture through fun and engaging events that are consistently available!!",Group,https://dukegroups.com/DevilsAD/,0,0,
240,Devils' Kitchen,Our vision is to create a fully functioning restaurant workflow while also teaching students to cook and innovate and performing food service to the community.,Group,https://dukegroups.com/devilskitchen/,0,0,
