Column1,Name,Description,Type,Reference,Sports,Spiritual,
424,Psi Upsilon,The mission of the Psi Upsilon Fraternity is to provide its members with:,Group,https://dukegroups.com/PsiU/,0,0,
425,Pureun,"Started in 2018, Pureun is a Kpop-focused dance group at Duke. Pureun aims to create an avenue for those interested in Kpop and represent Korean pop-culture to the Duke and North Carolina community. We cover dances to all music genres within the South Korean music industry, including R&amp;B, pop, ballad, and more. As a culture group, we strive to include people from all cultural and social backgrounds and celebrate our love for music and dance.",Group,https://dukegroups.com/Pureun/,0,0,
426,President's Quad Cup,"To know about it, reach out to people from the reference link.",Group,https://dukegroups.com/QuadCup/,0,0,
427,Robotics and Diving Club,The goal of the Robotics and Diving club (RAD) is to provide Duke students and faculty the opportunity to pursue scuba diving as an interdisciplinary method to explore environmental passions and engineering.,Group,https://dukegroups.com/RAD/,0,0,
428,Duke Remote Area Medical,"Remote Area Medical (RAM) is a national nonprofit that provides free popup medical/dental clinics in underserved communities. The Duke chapter of Remote Area Medical will support RAM using a three-pronged approach encompassing service, education, and advocacy.",Group,https://dukegroups.com/RAM/,0,0,
429,Randolph House Council,"To know about it, reach out to people from the reference link.",Group,https://dukegroups.com/Randolph/,0,0,
430,Duke Student-led Rare Cancer Consortium,"To know about it, reach out to people from the reference link.",Group,https://dukegroups.com/Rare2Care/,0,0,
431,Root Causes Undergraduate Coalition,"The mission of Duke RCUC is to assist in the operations of Root Causes, a community organization",Group,https://dukegroups.com/RCUC/,0,0,
432,DUSON Research Club,"The purpose of the DUSON Research Club is to empower nursing students to engage in research and evidence-based practice (EBP) through participating in research, conducting research, and discussing new research. We strive to source and create opportunities for nursing students to collaborate with faculty and other students in research at DUSON and/or other Duke programs. We also aim to provide nursing students with opportunities to present their research and receive recognition for their scholarly contributions.",Group,https://dukegroups.com/ResearchClub/,0,0,
433,Runway of Dreams at Duke,"Runway of Dreams at Duke will provide an interdisciplinary space to empower people with disabilities on the runway and to advance the future of adaptive design and innovation through a variety of design workshops, fundraising events, and runway shows.",Group,https://dukegroups.com/RODatDuke/,0,0,
434,Rotaract Club of Duke University,"The mission of Rotaract is to provide an opportunity for young adults to enhance the knowledge and skills that will assist them in personal development, to address the physical and social needs of their communities, and to promote better relations between all people worldwide through a framework of friendship and service.",Group,https://dukegroups.com/Rotaract/,0,0,
435,Club Rugby,To dominate the competition and contribute to spreading rugby in the USA!,Group,https://dukegroups.com/Rugby/,1,0,
436,Sanford Academic Committee,"To know about it, reach out to people from the reference link.",Group,https://dukegroups.com/SAC/,0,0,
437,Student Affairs Staff Resource Office,"We are possibility thinkers, talent developers, and creative strategists. We partner with you to tell the story of Student Affairs and foster a culture of team learning and continuous growth. We are here to cultivate collaboration and spark creativity.",Group,https://dukegroups.com/SAHR/,0,0,
438,Sanford Pride,"PridePol exists to provide space and opportunities for the LGBTQIA+ community at Sanford to come together in coalition and power. The organization aims to amplify and support the efforts of queer individuals, events, and issues on the Duke campus, within the Durham community, and beyond. In addition, PridePol facilitates opportunities for Sanford students to learn about and advance policies affecting the queer community and our intersectional allies.",Group,https://dukegroups.com/SanfordPride/,0,0,
439,Sanford Social Committee,"To know about it, reach out to people from the reference link.",Group,https://dukegroups.com/SanfordSoComm%20/,0,0,
440,Duke Sangeet,"The mission of Sangeet is to nurture South Asian classical music and present an immersion experience to the Duke University community in both its student and faculty bodies. Sangeet seeks to accomplish this mission by fostering community and collaboration between classical musicians and appreciators in the community, encouraging and supporting musicians on campus to showcase their talent on campus, hosting performances and concerts given by local musicians as well as musicians from India who shall travel abroad to present their art form, presenting lecture demonstrations and workshops that complement these concerts and allow audience members to see, hear, and even touch the instruments being showcased for educative and entertaining value.",Group,https://dukegroups.com/Sangeet/,0,0,
441,Shave and Buzz at Duke University,"The purpose of this organization is to support the I’m Not Done Yet Foundation in raising money for AYA cancer research. To do so, the organization will hold an annual shave in the Spring of each semester where the proceeds will go directly towards AYA cancer research and programs which the I’m Not Done Yet Foundation supports (nearly all programs are run in conjunction with the Duke Hospital). The fundraiser will consist of members volunteering to get their heads shaved to promote cancer awareness, as well as soliciting donations in the weeks leading up to the shave. We also plan to hold an auction coinciding with the event as another avenue to generate donations.",Group,https://dukegroups.com/SBDU/,0,0,
442,Scoop,Scoop is a sustainability group serving to turn passion for our planet into action. We work to facilitate connections between groups of Duke students and sustainable businesses. These small teams of students will receive trainings through Scoop and their outside organization partner to successfully work on a semester-long project. We serve to recruit small teams composed of motivated and passionate students eager to help make an environmental impact while gaining sustainable business experience.,Group,https://dukegroups.com/ScoopDuke/,0,0,
443,Society of Duke Fellows,"SDF aims to foster discourse across the disciplines at the University through discussion groups, invited lectures, and research presentations. In doing so, the Society hopes to enrich the intellectual experience of both its own members and the whole Graduate Community at Duke.",Group,https://dukegroups.com/SDF/,0,0,
444,Sanford Energy and Environment Club,"Sanford Energy and Environment Club (SEEC) provides a space for students interested in energy/environmental policy to share knowledge and ideas with each other, as well as network with industry professionals. SEEC hosts social events to facilitate conversations about climate change, the energy transition, and much more. Our goal is to connect students with fresh ideas, job opportunities, and leaders in the energy and environment community.",Group,https://dukegroups.com/SEEC/,0,0,
445,Sexual Harassment and Assault Prevention & Education,"SHAPE is a student advocacy organization working to eradicate sexual violence through prevention, education, and response efforts at Duke. We want to see the day where Duke doesn’t need SHAPE. Until then, SHAPE will be on the frontline igniting cultural and institutional, survivor-centric change.",Group,https://dukegroups.com/SHAPE/,0,0,
446,Siren Music Community,"All interested students will have free access to a variety of extra-curricular music learning resources, such as music workshops, small-group instrumental lessons, songwriting and composition critique circles, student mentors, and speaker events from visiting artists. Students can also attend social events where they can meet and collaborate with other student musicians. Lastly, students can choose to receive email updates containing information about nearby music learning or collaboration opportunities.",Group,https://dukegroups.com/siren/,0,0,
447,Sisters in STEM,"Sisters in STEM (SIS) is a group that gives Black women in STEM at the graduate level at Duke a place to get together and socialize on a monthly basis throughout the semester. We give members a safe place to express their ideas, support one another, and network with other Black women in STEM across various graduate programs on campus. We are devoted to creating an accepting community where everyone can be seen and heard.",Group,https://dukegroups.com/SIS/,0,0,
448,Skate Club,"Skate Club is a community for skateboarders. In line with the skateboarding communityâs pride in fostering inclusive and supportive environments as a whole, Skate Club looks to host events and sessions involving skateboarding while creating more awareness about skateboarding on campus. Skating in and of itself brings a myriad of benefits - aside from being a great form of exercise, skateboarding is a great means to work the mental muscles for overcoming fear and commitment. Most importantly, our club is an excellent means to building strong bonds with others through skateboarding. A space in which individuals of all backgrounds can participate in a fun hobby that exercises the body and the mind while providing an opportunity to make new friendships--this is our mission.",Group,https://dukegroups.com/SK8CLUB/,0,0,
449,Medical Physics Graduate Program Student Leadership and Advisory Council,"To know about it, reach out to people from the reference link.",Group,https://dukegroups.com/SLAC/,0,0,
450,Student Organization Finance Committee,"An independent branch of DSG, SOFC is responsible for the recognition, funding, and support of 350+ student organizations at Duke. In collaboration with campus partners, we work to approve and onboard new groups, ensure the effective distribution and investment of Dukeâs nearly $1M student fund, and elevate the voices of student leaders. Our goal is to enhance the undergraduate Duke experience by supporting engagement opportunities, student involvement, and inclusive programming.",Group,https://dukegroups.com/SOFC/,0,0,
451,Duke Student Occupational Therapy Association,"Encourage unity, professional growth, and community service among Duke occupational therapy students.  Provide a means of professional connection between Duke students and the Occupational Therapy profession at local, state, and national levels. Academically engage and logistically support Occupational Therapy students. Promote awareness of the occupational therapy profession.	 Sponsor social events with the OTD community. Uphold and honor the Duke OTD program’s vision for fostering equitable participation through occupation focused events.",Group,https://dukegroups.com/SOTA/,0,0,
452,Southgate House Council,"To know about it, reach out to people from the reference link.",Group,https://dukegroups.com/Southgate/,0,0,
453,"Duke SPACE (Science Policy, Advocacy, Communication and Ethics)","The mission of SPACE is to educate its members in the fields of science policy, advocacy, communication and ethics while providing opportunities to put these skills into practice. It will also aim to expose members to careers in the above areas and provide networking opportunities throughout the year.",Group,https://dukegroups.com/SPAcE/,0,0,
454,DUU Special Events,"The Duke University Union aims to provide diverse, community-based and creative programming and media for all students at Duke University. The Duke University Union shall initiate, promote and execute programming and media production in a manner that satisfies the evolving needs of the Duke University community and complements the social, educational and professional aims of the students of Duke University.",Group,https://dukegroups.com/Spev/,0,0,
455,SPIRE LLC,"To know about it, reach out to people from the reference link.",Group,https://dukegroups.com/spirellc/,0,0,
456,STEM Pre-Professional and Undergraduate Research Society,"To know about it, reach out to people from the reference link.",Group,https://dukegroups.com/SPURS/,0,0,
457,Sanford Run Club,"The mission of the Sanford Run Club is to promote community and a healthy lifestyle through social runs and walks around campus and the Durham community. Sanford Run Club facilitates a welcoming environment where anyone looking for activity and community can join and destress with friends.  Club membership means becoming part of a community that values support, friendship, camaraderie, and fun.",Group,https://dukegroups.com/SRC/,1,0,
458,Sanford School of Public Policy Student Council,"The Sanford Student Council supports the endeavors of the Master of Public Policy (MPP) student body, ensures studentsâ needs and goals are heard, and promotes Terry Sanfordâs legacy of doing the right thing in a difficult moment.  The Council brings concerns, questions, and recommendations regarding the MPP program to the administration. The Council facilitates student involvement in Sanford School planning in partnership with the Director of Graduate Studies and MPP Director of Student Services.",Group,https://dukegroups.com/SSC/,0,0,
459,Students Supporting Israel,"Our mission is to be a clear and confident pro-Israel voice on college campuses, and to support students in grassroots pro-Israel advocacy. We are committed to promoting a better understanding of Israel throughout North America as a member of the family of nations, with a fundamental right to exist as a Jewish, democratic state, within secure borders. We want to provide students on college campuses and universities with the opportunity to support the position of Israel in the Middle East, and to reassure students who opposed the demonization of the State of Israel on campus that they are not alone. We are changing the anti-Israel climate many students encounter on campus. By being part of a united, strong and thriving international movement, students are empowered to express their views in support of Israel. Our goals and activities include familiarizing students and the university community with current events in the Middle East, sharing Israeli culture on campus, and responding to bias anti-Israel propaganda when spread by other members of the academic community. We believe in sharing knowledge with students about Israel’s history, its diverse people, and its day to day reality, as Israel should not be looked at solely through the lens of conflict but as a nation with legitimate and unique story, values and aspirations. ​We believe in the idea of Zionism, and as stated in the Declaration of the Establishment of the State of Israel that the Jewish people have the natural right ""to be masters of their own fate, like all other nations, in their own sovereign state... a Jewish State."" Students Supporting Israel is an independent, nonpartisan, grassroots campus movement that was created by students, for students, in order to organize a strong and united pro-Israel front on college campuses. We are made up of students from different political, religious, and ethnic backgrounds, all working together as Students Supporting Israel. We believe in grassroots action, and want to empower students who support Israel on campus to lead their fellow students and the campus community.",Group,https://dukegroups.com/SSI/,0,1,
460,Statistical Science Majors Union,"The mission of the StatSci Majorâs Union is to foster community within the undergraduate program as well as reach out to members of the wider Duke community who are interested in Statistical Science. The StatSci Majorâs Union seeks to accomplish this mission by hosting events that encourage relationships between students and professors, contributing to Data Fest, and hosting panels, workshops and meetings for academic and career development.",Group,https://dukegroups.com/SSMU/,0,0,
461,Stargazing Devils Astronomy Club,"â¢	Enhance Astronomy instruction and STEM education at Duke by providing hands-on observation experiences and learning opportunities for students, in collaboration with Duke Teaching Observatory and Duke Physics Department.",Group,https://dukegroups.com/stargazingdevils/,0,0,
462,Duke STEM Connect,To engage students from Durham Public Schools and encourage them in learning STEM and discovering new ideas on their own,Group,https://dukegroups.com/STEM/,0,0,
463,Sanford Urban Policy Club,"The Sanford Urban Policy Club (SUP) is a graduate student organization at the Sanford School of Public Policy that provides a forum for students to discuss and engage with urban issues within our local community of Durham and across the country. We provide opportunities for formal and informal engagement with students, faculty, and guest experts to understand best practices and current challenges for local policy decisions. The Sanford Urban Policy Club creates space for dialogue around how policy areas intersect in urban spheres. We strive to better understand a range of issues, from sustainable urban growth to equitable housing policy to transportation innovation.",Group,https://dukegroups.com/SUP/,0,0,
464,Duke Sustainability Board,"The Duke Sustainability Board (DSB), housed in the Nicholas School of the Environment, promotes awareness of sustainability initiatives and complex environmental issues. We are an organization uniquely positioned to facilitate communication among all clubs in the Nicholas School, because we can connect students from various disciplines through a common appreciation of sustainable development.",Group,https://dukegroups.com/Sustainability/,0,0,
465,Sanford Veterans Association,"Sanford Veterans Association (SVA) fosters a supportive community for Active Duty, retired, and separated service members at the Sanford School of Public Policy.",Group,https://dukegroups.com/SVA/,0,0,
466,Swift Quad Council,"To know about it, reach out to people from the reference link.",Group,https://dukegroups.com/swift/,0,0,
467,Sanford Women in Policy,"Sanford Women in Policy (SWP) is a graduate student organization at the Sanford School of Public Policy that provides a forum to discuss and address challenges and opportunities for women in the field of public policy. SWP also serves as a space to cultivate, empower, and promote unity and fellowship for those who identify as women and their allies. SWP creates opportunities for leadership, professional development, and dialogue for its members. We aim to do this by hosting discussions with speakers, networking events, skills workshops, and social events. SWP also serves as a space for students to discuss gender-related public policy issues.",Group,https://dukegroups.com/SWP/,0,0,
468,Taiwanese American Student Association,"Duke Taiwanese-American Students Association (TASA) was started with the goal of uniting the Taiwanese and Taiwanese American undergraduate students at Duke University. Since then, we have expanded from a scattered group of a few individuals to a much larger, social circle. We work towards promoting the Taiwanese culture among Duke Students as well as providing some comfort for those far away from home. We enjoy celebrating traditional holidays such as Moon Festival, Lunar New Year, and Dragon Boat festival with the typically associated foods like moon cakes, hot pot, and bamboo leaf rice pyramids. We also love singing karaoke and playing Taiwanese games like Big 2 and Mah Jong. Our signature events are all related to food - Dumpling Nights and Taiwanese Iron Chef.",Group,https://dukegroups.com/TASA/,0,0,
469,The Backpack Project: Durham,"The mission of The Backpack Project, Inc, is to pack and hand-deliver backpacks filled with essential supplies; establish a personal connection to uplift each client that we encounter; and connect our clients to other homeless service providers within their community.",Group,https://dukegroups.com/TBPDurham/,0,0,
470,Team One Love at Duke,The mission of One Love is to empower Duke students to take action in the movement to end intimate partner violence. One Love seeks to accomplish this mission by facilitating Escalation Workshops and other signature One Love workshops which will allow the Duke community to better understand the mission of the One Love Foundation.,Group,https://dukegroups.com/teamonelove/,0,0,
471,Technify,"Envisioned as an organization that unites Duke tech talents through the nexus between tech, design and social good, the mission of Technify is to build a community of college students at Duke and beyond that strives to bridge the digital divide in Southeast Asia and drive social impact through technology. Technify will pursue this mission by connecting students with non-profit organizations and social enterprises through pro bono tech projects that range from developing a dynamic website that promotes the work of an NGO to building a web application to manage food donation logistics for an anti-food waste social enterprise. Technify members will work in teams on each project that would typically last for a semester; as teams emulate standard industrial practices such as the Agile development framework, Technify members will gain invaluable change-making opportunities and technical experiences for personal growth and future career advancement.  This mission, should it be successful, will culminate in a community of budding tech talents that espouses the Duke spirit of ‘Knowledge in the Service of Society’ as they strive to bridge the digital divide faced by change-makers for a better tomorrow.",Group,https://dukegroups.com/technifynow/,0,0,
472,Duke Technology Policy Club,"The Duke Technology Policy Clubâs mission is to bring together graduate and professional students from across Duke to explore their common interests in technology policy, with a focus on equity. The Duke Technology Policy Club will provide opportunities for graduate students across Duke to hear from guest speakers working in the tech space, engage in policy discourse with professors and students on current tech policy issues, and participate in career development events.",Group,https://dukegroups.com/TechPolicy/,0,0,
473,The Girls Club,"The mission of TGC is to empower middle school students attending Durham Public Schools, with a specific focus on celebrating the strengths of young women and those who fall outside of the typical gender binary. TGC seeks to accomplish this mission by building a community of mutual trust and respect through weekly meetings between mentees and mentors (Duke undergraduate students who are primarily women) at the Emily K Center, enrichment events in the Durham community, and annual field trips.",Group,https://dukegroups.com/TGC/,0,0,
474,The Chronicle,"To know about it, reach out to people from the reference link.",Group,https://dukegroups.com/TheChronicle/,0,0,
475,The Women's Network,"To know about it, reach out to people from the reference link.",Group,https://dukegroups.com/TWN/,0,0,
476,Undergraduate Environmental Union,"Our mission is to serve as the hub for all undergraduate environmental activity, communications, and programming at Duke. We partner with environmental clubs, community members, neighboring institutions, Duke faculty members, administrators, university staff, and the larger student body to facilitate conversations and collaboration around sustainability on campus and beyond. ​ The UEU seeks to support environmental undergraduate groups with their own projects and missions, foster collaboration among student organizations, facilitate partnerships with academic and administrative offices to accomplish major projects, serve as a communal place for groups to share support and information to existing groups and projects, and create a unified student voice to advance and publicize environmental issues on Duke’s campus.  We are a support system, a resource for advice, contacts, and strategic marketing and planning, and a curator of events or initiatives that are too big for any one organization.",Group,https://dukegroups.com/UEU/,0,0,
477,The UNICEF Club at Duke University,"The mission of this organization will be to abide by, uphold, and support the values of the United Nations Children's Fund and to proliferate its values throughout the Duke, Durham, National, and International Communities through education, advocacy, and fundraising efforts.",Group,https://dukegroups.com/UNICEF/,0,0,
478,Our Urban Future,To facilitate and expand student interest in urban studies through,Group,https://dukegroups.com/urbanfuture/,0,0,
479,Club Water Polo,Foster a sense of community. Inspire love and respect for the sport of water polo. Encourage regular exercise and movement.,Group,https://dukegroups.com/waterpolo/,1,0,
480,Mitchell-White House LLC,"To know about it, reach out to people from the reference link.",Group,https://dukegroups.com/whitehousellc/,0,0,
481,Peer Advocacy for Sexual Health,"The mission of Peer Advocacy for Sexual Health (PASH) is to provide Duke students with sexual health resources and education. This includes: providing students with safer sex supplies after major distribution centers on campus have closed, fostering open conversations on sexual pleasure as an integral part of sexual health, connecting students with trained faculty and staff on campus that specialize in various aspects of sexual health, providing a half-credit sexual health course, and encouraging peer-to-peer discourse on sexual health among the Duke student community.",Group,https://dukepash.weebly.com/,0,0,
482,Duke Rhydhun,The mission of Duke Rhydhun is to use Bollywood dance as a medium to address social,Group,https://dukerhydhun5.wixsite.com/rhydhun,0,0,
483,Rhythm & Blue,The mission of Rhythm &amp; Blue is to bring friends together to make beautiful a cappella music.,Group,https://dukernb.wixsite.com/dukernb,0,0,
484,Duke A.E.R.O Society / AIAA,"The mission of Duke AERO is to provide students with the resources to build and fly a high-powered rocket in the Spaceport America Cup in New Mexico each June. In addition, the club aims to promote a safe environment for students interested in aerospace and engineering to learn and bring their passions to real projects. By participating in Spaceport America Cup, hosting industry networking events, and fostering research projects, Duke AERO seeks to provide students with exposure to the aerospace industry.",Group,https://dukerocketry.com/,0,0,
485,Spoken Verb,Section One: Spoken Verb is a spoken word collective invested in the use of poetry,Group,https://dukespokenverb.wordpress.com/,0,0,
486,Duke University Union,"DUU aims to provide diverse, community-based and creative programming and media that complements the social, educational, and professional aims of Duke University",Group,https://duuke.org/,0,0,
487,DUU Development Operations,"The Development Operations team oversees all technology and data analytic aspects of DUU, with a mission to innovate and improve DUUâs efficiency.",Group,https://duuke.org/committees/,0,0,
488,DUU Duke @ Nite,"DUU aims to provide diverse, community-based and creative programming and media that complements the social, educational, and professional aims of Duke University.",Group,https://duuke.org/committees/,0,0,
489,Embodiment Contemporary Dance,"In Embodiment Contemporary Dance, members will have the opportunity to learn and grow in their contemporary dance abilities through a variety of exercises and opportunities such as  improvisation, choreography, phrases, guest teachers, and more. They will be able to build connections with a group of motivated dancers from all widely different backgrounds that are connected through a love and drive to dance.",Group,https://embodimentduke.wixsite.com/duke,0,0,
490,Duke Innovation & Entrepreneurship,"Duke Innovation &amp; Entrepreneurship works in partnership with students, faculty, staff, and alumni to turn ideas into action that can impact lives.",Group,https://entrepreneurship.duke.edu/,0,0,
491,Duke Optical Student Chapter,"The mission of DOSC is to (1) to promote awareness of optical science and optical engineering among the student and local communities, (2) to facilitate communication and interaction between students, faculty, administration, and industry professionals (3) to interact with Optica/SPIE members and its student organizations with a focus on information sharing and networking, and (4) to raise awareness of post-graduation opportunities for students. DOSC seeks to accomplish this mission by community outreach opportunities and educational engagement.",Group,https://fitzpatrick.duke.edu/dosc-duke-optical-student-chapter,0,0,
492,Global Education Office,"Through intercultural academic experiences, the Duke Global Education Office challenges studentsâ perspectives, expands self-awareness, and inspires lifelong global engagement.",Group,https://globaled.duke.edu/,0,0,
493,Graduate and Professional Student Government,"The Graduate and Professional Student Government of Duke University is the umbrella student government organization for Dukes nine graduate and professional schools.
Every graduate and professional student is automatically a member of the GPSG. GPSG serves as a liaison to the Duke administration and hosts a variety of social networking events open to all graduate and professional students.",Group,https://gpsg.duke.edu/,0,0,
494,Inside Joke,IJ aims to bring the highest possible standard of sketch comedy to the Duke University community.,Group,https://insidejokeduke.wixsite.com/joke,0,0,
495,iStudentsDuke,"We are certified campus staff with International Students  Inc., identify (and seek to live) as followers of the Messiah Jesus, offer welcome to every international student and scholar, are a recognized Religious Life group  at Duke University, are affiliates with Dukes GPSG, are advocates and partners with Duke International Student Center (DISC), partner with local churches to find volunteers who are interested in joining us in loving and serving international students.",Group,https://istudentsduke.org/,0,1,
496,Association of Mixed People at Duke,"The mission of the Association of Mixed People at Duke is to build a space of community and support for Duke students who identify as mixed. We aim to help students navigate their multicultural identities through social outreach activities and educational campaigns. We intend to offer a community where their identity will not be questioned but welcomed and celebrated. Students of any mixed-race background can have the opportunity to form bonds with others who have shared similar experiences. Although AMP@Dâs focus is on celebrating those from multicultural backgrounds, we are open to anyone interested in supporting their fellow mixed students at Duke. Through social and educational events, AMP@D is committed to providing a forum of interaction open to all interested in multiculturalism.",Group,https://koreycadiz.github.io/AMPD/,0,0,
497,Lambda Theta Alpha Latin Sorority Inc.,"The purpose of Lambda Theta Alpha shall be to provide a sisterhood based on unity, love and respect in an effort to foster the development of strong leaders who will then provide and practice political, social and cultural activities. It shall also be the purpose of Lambda Theta Alpha to promote unity through charitable and educational programs, maintain a higher standard of learning and serve as a voice for all students.",Group,https://ltazetamu.weebly.com/,0,0,
498,Duke University Wind Symphony,The mission of DUWS is threefold:,Group,https://music.duke.edu/ensembles/wind-symphony,0,0,
499,Duke University School of Nursing: InterVarsity Nurses Christian Fellowship,"NCF's Mission is to uniquely transform the nursing profession through: Biblically grounded communities, Effective faith sharing, Comprehensive resources that support integrated whole-person care for and by the nurse",Group,https://ncf-jcn.org/,0,0,
500,Nicholas Net Impact Club,"The mission of the Nicholas School Net Impact Chapter is to inspire, educate, and equip individuals to use the power of business to create a more socially and environmentally sustainable world.",Group,https://nicholas.duke.edu/people/studentgroups/net-impact,0,0,
501,Duke Naval ROTC Battalion,"Duke University's NROTC Program was established to develop midshipmen mentally, morally and physically and to imbue them with the highest ideals of duty, and loyalty, and with the core values of honor, courage and commitment in order to commission college graduates as naval officers. ",Group,https://nrotc.duke.edu/,0,0,
502,Duke University School of Nursing Student Council,1. Create a positive and professional atmosphere for students through sponsoring activities within DUSON,Group,https://nursing.duke.edu/student-support/list-student-organizations,0,0,
503,"Omega Psi Phi Fraternity, Inc.","Omega Psi Phi Fraternity, Inc. was the first historically Black Greek-letter society to be founded on the campus of a Historically Black College/University (HBCU) on November 17th, 1911.  The Winning Omega Zeta chapter was the first Black Greek letter organization chartered at Duke on Friday, April 12th 1974.  The Omega Zeta chapter serves the community through mentorship, various programs, and service projects centered around the 4 Cardinal Principles of Manhood, Scholarship, Perseverance, and Uplift.",Group,https://oppf.org/,0,0,
504,Phi Delta Epsilon International Medical Fraternity,Phi Delta Epsilon Medical Fraternity creates physicians of integrity with a lifelong commitment to our guiding principles.,Group,https://phideduke.wordpress.com/,0,0,
505,Duke Psychology Majors Union,The Psychology Majorsâ Union serves to promote a sense of community among undergraduate,Group,https://psychandneuro.duke.edu/undergraduate/student-organizations,0,0,
506,Spark,"Sophomore Spark provides a coordinated approach to supporting second-year students in their efforts to seek purpose, build resilience, and navigate academic and career journeys. Sophomore Spark offers a series of opportunities to come together with peers, faculty, staff, and alumni as they traverse their second year at Duke.",Group,https://quadex.duke.edu/n/sophomore-spark/,0,0,
507,Duke Simple Charity,"We are a movement of Christian students that helps global neighbors overcome poverty and flourish in their communities. We fundraise for trustworthy charities, advocate for restorative justice, and build kingdom-minded community on Duke's campus.",Group,https://simplecharity.org/,0,0,
508,Biomedical Engineering Ph.D. Student Association,The mission of BEPSA is to give a voice to the BME PhD student body and improve the PhD,Group,https://sites.duke.edu/bepsa,0,0,
509,Bouchet Society,Bouchet Society seeks to foster community amongst black graduate trainees in STEM.,Group,https://sites.duke.edu/bouchetsociety/,0,0,
510,The Ciceronian Society,"The Ciceronian Society at Duke University provides a forum for discussion of centrist, conservative, and libertarian thought. We encourage dialogue around political philosophy, economics, public policy, and technology. We are the only right-of-center political organization at Duke, and regularly host discussions, external speakers, and other events.",Group,https://sites.duke.edu/ciceroniansociety/,0,0,
511,Duke Engineers for International Development,Duke Engineers for International Development (DEID) is an organization that supports high-impact engineering projects around the world by combining community-driven ideas with student design. DEID partners with under-served communities on cost-efficient and sustainable projects aimed at improving the standard of living of numerous individuals. Students gain real-world experience working on projects in a wide range of engineering disciplines that promote a sense of international responsibility.,Group,https://sites.duke.edu/deid/,0,0,
512,Adopt A Grandparent,"Adopt a Grandparent is a student community service organization of students who volunteer with the elderly, many of whom reside at nursing homes and rehabilitation centers close to Duke University. The mission of AAG is to provide disabled and institutionalized senior citizens with social and emotional support, to foster the formation of positive social relationships between senior citizens and Duke students, and to encourage understanding and appreciation of the senior citizens in our community, especially those who lack social support and financial resources.",Group,https://sites.duke.edu/dukeaag,0,0,
513,Alpha Phi Omega,"The official purpose of the Fraternity is to assemble college students in a National Service Fraternity in the fellowship of principles derived from the Scout Oath and Scout Law of the Boy Scouts of America; to develop Leadership, to promote Friendship, and to provide Service to humanity; and to further the freedom that is our national, educational, and intellectual heritage.",Group,https://sites.duke.edu/dukeapo/,0,0,
514,Club Ballroom Dance,"We are a group of undergraduate and graduate students that teach, compete in, and perform ballroom dance as a part of Duke Sport Clubs. We teach and support all levels of students from beginner to advanced, as well as regularly holding social classes and dances so that non-members can also participate in the world of ballroom. We also work with our amazing professional coaches to prepare us for our events. Our team goes to at least five competitions every year for those who want to compete, as well as participating in performances and showcases. We welcome anyone regardless of whether or not they have dance experience, so if youre looking to try something new or continue your ballroom career, check us out!",Group,https://sites.duke.edu/dukeballroomdance/,0,0,
515,Club Brazilian Jiu Jitsu,"Our mission is to foster a community of learning, camaraderie, and personal growth through the practice of Brazilian Jiu-Jitsu. We are dedicated to providing a safe environment for students of all skill levels to come together, develop their physical and mental prowess, and build lasting friendships.",Group,https://sites.duke.edu/dukebjj/,1,0,
516,Duke Chinese Dance Troupe,"The mission of DCD is to foster awareness of Chinese traditional, minority, and modern cultures through the art of dance. DCD seeks to accomplish its stated goal by performing authentic dances representing the various ethnic groups within China, using accurate costumes and props for all performances, and welcoming all interested students to learn and perform the dances.",Group,https://sites.duke.edu/dukechinesedance/,0,0,
517,Duke Consulting Club,"The mission of DCC is to help prepare Duke undergraduate students for careers in consulting. DCC seeks to accomplish this mission by connecting prospective consultants to their peers, to professional consultants and firms and to relevant events and resources, and running a Duke Community Consulting Program that provides pro-bono consulting services to non-profits, start-ups and corporations in the Triangle Area.",Group,https://sites.duke.edu/dukeconsultingclub/,0,0,
518,First-Generation Graduate Student Network,Duke F1RSTS is the network of first-generation graduate and professional students at Duke. Our organization supports Dukeâs first-gen graduate/professional student population from all departments by providing resources for professional development and opportunities to network and socialize.,Group,https://sites.duke.edu/dukef1rsts/,0,0,
519,Duke Habitat for Humanity,"Habitat for Humanity partners with people in the Durham community, and all over the world, to help them build or improve a place they can call home. Habitat homeowners help build their own homes alongside volunteers and pay an affordable mortgage. With your support, Habitat homeowners achieve the strength, stability and independence they need to build a better life for themselves and for their families.",Group,https://sites.duke.edu/dukehfh/,0,0,
520,Hindu Students Association,To provide a forum for Duke students to learn about and practice Hinduism with a like-minded community.,Group,https://sites.duke.edu/dukehsa/,0,0,
521,Duke Independent Film Festival,"The mission of The Duke Independent Film Festival is to create a community for Duke students interested in the art of cinema and filmmaking.  The club is dedicated to providing a social and professional space for the Duke community to connect with and explore cinema. The organization organizes a variety of pre-professional events, for those interested in pursuing a career in the entertainment industry, and movie events for those interested in learning more about cinema and connecting with other cinephiles. The organization is also dedicated to the discovery, development, and presentation of independent artists impassioned by film throughout the entire Duke undergraduate and graduate community. DIFF seeks to accomplish this mission by creating an annual, free independent film festival that showcases selected short film submissions from students affiliated with Duke University. Lastly, DIFF seeks to serve as a pre-professional organization for the undergraduate community, providing means for enthusiastic students to get hands-on experience with industry skill sets, such as marketing, financial management, and event organization.",Group,https://sites.duke.edu/dukeiff/,0,0,
